Year,Match Name,League Name,Club Name,Coach,Country Name,Manager,Owner,appearances,wins,losts,drawn,Net Worth
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,8,0,0,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,4,0,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,5,2,1,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,6,1,1,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,3,1,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,3,2,745635.00
2011,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,1,3,745635.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,3,2,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,3,2,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,3,1,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,3,0,5,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,2,2,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,6,2,0,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,6,2,0,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,7,0,1,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,2,4,2,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,1,3,4,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,5,3,0,879676.00
2012,Club,Bundesliga,VFB Stuttgart,NA,NA,Kaseem Marsh,Todd Emerson,8,4,4,0,879676.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,4,2,2,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,1,6,1,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,0,1,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,5,1,2,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,2,3,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,4,2,2,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,0,8,0,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,2,3,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,3,2,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,3,3,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,4,1,456346.00
2010,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,0,5,3,456346.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,6,1,1,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,1,6,1,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,4,2,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,4,1,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,3,3,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,3,3,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,3,2,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,1,3,4,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,5,3,0,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,5,3,0,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,6,2,0,785674.00
2011,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,2,4,785674.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,4,2,0,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,2,4,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,1,0,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,0,4,4,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,0,1,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,3,2,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,0,1,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,2,4,2,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,1,3,4,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,7,1,0,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,3,3,2,457356.00
2012,Club,Bundesliga,VFL Wolfsburg,NA,NA,Upton Campbell,Zephania Harding,8,5,1,2,457356.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,1,2,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,0,5,3,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,1,2,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,5,2,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,5,2,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,6,1,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,2,1,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,5,2,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,4,0,645634.00
2010,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,645634.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,3,0,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,1,2,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,3,4,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,5,2,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,6,1,1,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,2,2,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,0,6,2,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,8,0,0,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,2,1,756734.00
2011,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,7,1,0,756734.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,2,3,3,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,3,1,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,3,1,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,7,1,0,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,1,4,3,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,5,1,2,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,4,3,1,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,6,1,1,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,3,3,2,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,3,3,2,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,7,1,0,647463.00
2012,Club,Bundesliga,Wreder Brewman,NA,NA,Lacota Ramsey,Brady Kelly,8,3,3,2,647463.00
